lfdn;Problem;Cause;tag;Rank;Source Id;Target Id;HumanRelated;Category;Discussion needed
909;Incomplete or hidden requirements;Lack of immersion in the business and domain areas, including by the customer;Lack of interest about customers domain;5;62;4;;;
909;Insufficient support by project lead;bit twiddler profile. Can not understand the real importance of requirements engineering in projects;Lack of leadership;2;63;7;;;
909;Time boxing / Not enough time in general;Error in the estimates and deadlines set by the management according to the company and market strategies;Poor project management;3;106;13;;;
909;Weak access to customer needs and / or (internal) business information;Elicitation phase is often ignored in the project;Poor requirements elicitation techniques;1;107;17;;;
910;Inconsistent requirements;Staff training in the elicitation and writing of requirements;Weak qualification of RE team members;2;136;5;;;
910;Missing traceability;no proper tools;Missing tool support;3;99;8;;;
910;Time boxing / Not enough time in general;excessive requests from other projects;Insufficient resources;4;53;13;;;
910;Underspecified requirements that are too abstract and allow for various interpretations;Staff training in the elicitation and writing of requirements;Lack of experience of RE team members;5;61;15;;;
912;Incomplete or hidden requirements;Often because the business sponsor underestimates the process impacts, and omits a stakeholder or stakeholder group;Insufficient information;5;49;4;;;
912;Insufficient support by customer;Customer belief that good software can just be wheeled in, rather than requiring their significant attention;Missing prioritization by customer;1;92;6;;;
912;Stakeholders with difficulties in separating requirements from previously known solution designs;Can lead to some very heated conversations if the customer is unused to thinking about user stories;Communication flaws between team and customer;4;22;10;;;
912;Time boxing / Not enough time in general;Customer and information access is limited by time typically.;Lack of time;3;67;13;;;
912;Weak knowledge about customer's application domain;Rarely have appropriate access to the Architecture, or time to learn the domain details before having to deliver;Missing domain knowledge;2;84;18;;;
916;Gold plating (implementation of features without corresponding requirements);features Implementation  without requirements elicitation;Missing RE awareness at team side;2;95;3;;;
916;Inconsistent requirements;unapproved and not elicited requirements ;Gold plating;3;38;5;;;
916;Missing traceability;Lack of documentation for seting up traceabilities (business rules, functional requirements, non-functional requirements);Lack of experience of RE team members;5;61;8;;;
916;Moving targets (changing goals, business processes and / or requirements);the customer does not define the real objectives of the project;Customer does not know what he wants;4;34;9;;;
916;Weak access to customer needs and / or (internal) business information;We do not have access to the final client to carry out an eliciation of the real needs;Missing direct communication to customer;1;82;17;;;
917;Communication flaws between the project and the customer;Insufficient time for requirements gathering, insufficient client time, lack of commitment on the part of the client for the approval of system requirements / versions;Lack of time;1;67;0;;;
917;Incomplete or hidden requirements;insufficient time for gathering requirements, insufficient customer time, lack of customer commitment for approval of requirements / versions of the system;Lack of a well-defined RE process;2;56;4;;;
917;Inconsistent requirements;insufficient time for gathering requirements, insufficient customer time, lack of customer commitment for approval of requirements / versions of the system;Missing engagement by customer;3;85;5;;;
917;Moving targets (changing goals, business processes and / or requirements);Volatility of stakeholders;Stakeholder fluctuation;4;116;9;;;
917;Weak access to customer needs and / or (internal) business information;insufficient time for gathering requirements, insufficient customer time, lack of customer commitment for approval of requirements / versions of the system;Lack of time;5;67;17;;;
